k1,k2,k3,k4,k5,k6,k7
0.16757559696842278,0.15050828957844697,0.10041930828201871,0.029224924410048127,0.005863043891900144,0.0011109186455650927,5.5845638304980735e-05
0.17035654338991613,0.1550070679693778,0.10848922431183983,0.034606155085959656,0.008448806114074281,0.0017018816335622189,8.24146329425346e-05
0.1701111696097508,0.15377459312394642,0.10701440912939761,0.034727076822814146,0.008081257888047255,0.001774430612834818,0.0004106256541075437
0.16968272750461874,0.1523210101613377,0.10372801023490949,0.03202893849933258,0.007272772830683422,0.001098991995952342,0.0005068213430192287
0.17130101226423228,0.15704307790248823,0.10856354173783328,0.035539847285838866,0.00812869384566961,0.0021979373917841716,0.00025468673520442214
0.17105553723316302,0.15621261668669198,0.11086034739877348,0.03615013630412782,0.00792458516122213,0.0023438820296399487,0.0004349995967017032
0.17061020084458986,0.15585816072207495,0.11024013652003403,0.03439859957138676,0.008334685303243924,0.0018518469046599345,0.00037298338730123917
0.17019258559745476,0.15529436271415717,0.11056943816148843,0.03494601775796899,0.008064164262247764,0.0024936990897138356,0.0004218584444436621
0.171219592634109,0.1569850321294237,0.11228904433788474,0.03663817844126205,0.00864892411716621,0.0021973614991374762,0.00022365617703636043
0.1728612014069026,0.159128440312333,0.11338654098089493,0.03870061627828615,0.009146065005880555,0.002858502368887156,0.0004354907063520313
0.1737772513106825,0.16087880562807294,0.11726727926967248,0.040634790422315395,0.010402392253094472,0.0029001884538858262,0.0003418020161652783
0.17464202654976152,0.16218214429769412,0.11979837184490613,0.04362357652527067,0.011627854062735636,0.002998555430714908,0.0004475531110194747
0.17429425135458887,0.16290130945913328,0.12030084095493568,0.043796776571845566,0.011453647567663754,0.002711186171875324,0.0013080641913282751
0.17426302173754524,0.1635696250966716,0.12244558944260561,0.04683879117373561,0.012777233564029163,0.003984129731194139,0.0016880583279469258
0.17421609120040077,0.16399040399185694,0.12410074716980234,0.04877912443529914,0.014362605175253465,0.004835628882685499,0.0018224202766463989
0.17485974488328881,0.16632717056551316,0.1280933035998345,0.04940627973287422,0.014766672294634436,0.004558198816425191,0.0027475475902411237
0.17615592261074872,0.16914348315195338,0.13274220540871023,0.054805227351065904,0.01739919344398251,0.0052162535839716945,0.0023492500173170894
0.17679345524314402,0.17079894189236058,0.13591316813083676,0.06071935850630508,0.021054897238638175,0.006559185731804699,0.0034597003572644346
0.1775225739271051,0.17301002054120013,0.1417502446334512,0.06331747361717466,0.023669540387644954,0.009944798279376568,0.00470995230072848
0.17795116235890804,0.17562904779762012,0.14695406242664844,0.07324275944861197,0.02995341298979018,0.011536439782066782,0.0052671927982674595
0.1785267020408144,0.17855556107286033,0.15497269605246555,0.07987369202226868,0.03678853998019416,0.017665387160369674,0.006995292160456818
0.17902012401681677,0.18073201661937852,0.16405421887559968,0.09174384799147875,0.045364652087843446,0.020575564245831263,0.013422505999766896
0.18027141805391914,0.18538684531248462,0.17510988467258204,0.10935047838781102,0.05854358894609791,0.03129002343223042,0.017756481426540488
0.1809594430191139,0.1892343415020511,0.18808912953831836,0.13094983487149678,0.07876875368872845,0.04146786448007149,0.02844234277516674
0.18223394389444664,0.19332272984762905,0.20399797289118715,0.16127565844394337,0.10768273689156072,0.06429793259405091,0.04298875082476865
0.18287857899490956,0.197967057507856,0.22236453449193716,0.19475347785989794,0.14305446084733925,0.10034235256479987,0.07310209065357191
0.1839658730317485,0.20282010476930928,0.24410199042294534,0.241701948954945,0.1969911602401675,0.15020926283690023,0.1208522451712989
0.1845874751190785,0.2075079890456165,0.2654462305864629,0.29611212563077116,0.2665635547086911,0.22747974012460864,0.1935912346134201
0.18491303820263305,0.21078063531380475,0.2869329282863705,0.3575123898750803,0.3552816100747623,0.3301963179298421,0.3021868420988708
0.18550135565445236,0.21510449196410047,0.30354746381578246,0.4109248970540648,0.44152836582376953,0.4485751263553912,0.4468368166301102
0.1859362369392973,0.21683241385553542,0.31821861269490304,0.4515360380837987,0.509863065065018,0.5463630375942664,0.5687615022090361
0.18585860506900945,0.21734601784654867,0.31786961285128434,0.4526025276044412,0.509991022222728,0.5466836166177367,0.5699278715851507
